match_id,date,competition,stage,team,opponent,is_home,goals,goals_conceded,result,clean_sheet,xg,xg_conceded,shots,shots_on_target,big_chances,possession_pct,passes,passes_completed,pass_completion_pct,key_passes,assists,crosses,pressures,counterpressures,tackles,tackles_won,interceptions,blocks,clearances,dribbles_attempted,dribbles_completed,fouls_committed,advanced
3930159,2024-06-15,UEFA Euro 2024,Group Stage,Hungary,Switzerland,1.0,1,3,loss,0,1.102845594,2.095769171,6.0,2.0,1.0,49.5,483.0,384.0,79.5,5.0,1.0,14.0,166.0,22.0,13.0,5.0,14.0,18.0,17.0,12.0,7.0,10.0,
3930159,2024-06-15,UEFA Euro 2024,Group Stage,Switzerland,Hungary,0.0,3,1,win,0,2.095769171,1.102845594,15.0,7.0,3.0,50.5,492.0,407.0,82.7,9.0,2.0,6.0,161.0,29.0,15.0,11.0,12.0,15.0,17.0,13.0,6.0,14.0,
3930160,2024-06-15,UEFA Euro 2024,Group Stage,Spain,Croatia,1.0,3,0,win,1,1.567182589,2.48209888,11.0,5.0,2.0,46.8,490.0,410.0,83.7,7.0,3.0,6.0,208.0,25.0,12.0,7.0,3.0,17.0,9.0,14.0,8.0,16.0,
3930160,2024-06-15,UEFA Euro 2024,Group Stage,Croatia,Spain,0.0,0,3,loss,0,2.48209888,1.567182589,16.0,5.0,2.0,53.2,557.0,482.0,86.5,9.0,0.0,13.0,222.0,31.0,17.0,9.0,11.0,30.0,7.0,7.0,6.0,13.0,
3930161,2024-06-15,UEFA Euro 2024,Group Stage,Italy,Albania,1.0,2,1,win,0,1.449796653,0.354596554,17.0,4.0,0.0,67.8,855.0,784.0,91.7,10.0,1.0,10.0,66.0,16.0,7.0,5.0,6.0,17.0,7.0,9.0,5.0,8.0,
3930161,2024-06-15,UEFA Euro 2024,Group Stage,Albania,Italy,0.0,1,2,loss,0,0.354596554,1.449796653,8.0,2.0,0.0,32.2,406.0,340.0,83.7,5.0,0.0,4.0,112.0,14.0,7.0,4.0,13.0,23.0,14.0,1.0,0.0,10.0,
3930162,2024-06-16,UEFA Euro 2024,Group Stage,Slovenia,Denmark,1.0,1,1,draw,0,0.9663907513,1.5112394229999997,11.0,2.0,1.0,32.9,343.0,256.0,74.6,8.0,0.0,12.0,175.0,24.0,19.0,9.0,11.0,23.0,31.0,7.0,3.0,13.0,
3930162,2024-06-16,UEFA Euro 2024,Group Stage,Denmark,Slovenia,0.0,1,1,draw,0,1.5112394229999997,0.9663907513,16.0,4.0,1.0,67.1,700.0,611.0,87.3,14.0,1.0,15.0,106.0,29.0,8.0,5.0,3.0,13.0,21.0,5.0,1.0,10.0,
3930163,2024-06-16,UEFA Euro 2024,Group Stage,Serbia,England,1.0,0,1,loss,0,0.249405245,0.558814127,6.0,1.0,0.0,47.0,548.0,462.0,84.3,4.0,0.0,12.0,148.0,26.0,13.0,10.0,6.0,15.0,16.0,6.0,6.0,28.0,
3930163,2024-06-16,UEFA Euro 2024,Group Stage,England,Serbia,0.0,1,0,win,1,0.558814127,0.249405245,5.0,2.0,0.0,53.0,618.0,543.0,87.9,3.0,0.0,8.0,108.0,21.0,9.0,7.0,7.0,17.0,21.0,12.0,5.0,12.0,
3938637,2024-06-16,UEFA Euro 2024,Group Stage,Poland,Netherlands,1.0,1,2,loss,0,0.9091575623,1.3127551150000003,12.0,7.0,0.0,33.9,324.0,250.0,77.2,7.0,1.0,12.0,136.0,15.0,16.0,11.0,7.0,33.0,23.0,12.0,6.0,10.0,
3938637,2024-06-16,UEFA Euro 2024,Group Stage,Netherlands,Poland,0.0,2,1,win,0,1.3127551150000003,0.9091575623,21.0,4.0,0.0,66.1,631.0,555.0,88.0,17.0,1.0,15.0,127.0,24.0,13.0,9.0,7.0,12.0,20.0,18.0,13.0,8.0,
3930164,2024-06-17,UEFA Euro 2024,Group Stage,Belgium,Slovakia,1.0,0,1,loss,0,1.7502550390000002,0.7111064833999999,16.0,5.0,1.0,60.1,601.0,508.0,84.5,9.0,0.0,9.0,133.0,20.0,12.0,7.0,3.0,22.0,15.0,10.0,8.0,15.0,
3930164,2024-06-17,UEFA Euro 2024,Group Stage,Slovakia,Belgium,0.0,1,0,win,1,0.7111064833999999,1.7502550390000002,10.0,4.0,0.0,39.9,399.0,309.0,77.4,8.0,0.0,7.0,182.0,21.0,9.0,7.0,14.0,22.0,14.0,6.0,5.0,13.0,
3930165,2024-06-17,UEFA Euro 2024,Group Stage,Austria,France,1.0,0,1,loss,0,0.748317325,1.904531775,5.0,3.0,1.0,51.5,529.0,432.0,81.7,5.0,0.0,16.0,222.0,28.0,24.0,15.0,8.0,30.0,18.0,10.0,4.0,23.0,
3930165,2024-06-17,UEFA Euro 2024,Group Stage,France,Austria,0.0,1,0,win,1,1.904531775,0.748317325,14.0,3.0,2.0,48.5,499.0,421.0,84.4,12.0,0.0,16.0,134.0,27.0,11.0,8.0,10.0,28.0,23.0,23.0,11.0,13.0,
3938638,2024-06-17,UEFA Euro 2024,Group Stage,Romania,Ukraine,1.0,3,0,win,1,1.1210513,0.543475964,10.0,5.0,1.0,30.6,279.0,197.0,70.6,4.0,2.0,7.0,126.0,23.0,13.0,7.0,6.0,18.0,25.0,17.0,10.0,12.0,
3938638,2024-06-17,UEFA Euro 2024,Group Stage,Ukraine,Romania,0.0,0,3,loss,0,0.543475964,1.1210513,13.0,2.0,0.0,69.4,632.0,538.0,85.1,11.0,0.0,12.0,89.0,26.0,17.0,12.0,5.0,19.0,6.0,11.0,6.0,9.0,
3930166,2024-06-18,UEFA Euro 2024,Group Stage,Portugal,Czech Republic,1.0,2,1,win,0,1.8375108777,0.314766696,19.0,8.0,2.0,73.3,753.0,643.0,85.4,15.0,0.0,18.0,122.0,29.0,10.0,7.0,5.0,21.0,13.0,17.0,10.0,6.0,
3930166,2024-06-18,UEFA Euro 2024,Group Stage,Czech Republic,Portugal,0.0,1,2,loss,0,0.314766696,1.8375108777,5.0,1.0,0.0,26.7,274.0,177.0,64.6,3.0,1.0,8.0,142.0,19.0,17.0,12.0,16.0,28.0,29.0,8.0,4.0,12.0,
3938639,2024-06-18,UEFA Euro 2024,Group Stage,Turkey,Georgia,1.0,3,1,win,0,2.4034188391999995,1.57856751,22.0,7.0,4.0,55.7,613.0,541.0,88.3,15.0,1.0,15.0,89.0,17.0,19.0,13.0,3.0,14.0,16.0,14.0,4.0,10.0,
3938639,2024-06-18,UEFA Euro 2024,Group Stage,Georgia,Turkey,0.0,1,3,loss,0,1.57856751,2.4034188391999995,14.0,4.0,2.0,44.3,488.0,411.0,84.2,9.0,1.0,17.0,136.0,23.0,20.0,12.0,5.0,17.0,27.0,19.0,8.0,10.0,
3930167,2024-06-19,UEFA Euro 2024,Group Stage,Croatia,Albania,1.0,2,2,draw,0,1.858599932,1.3258600050000002,21.0,8.0,0.0,66.6,681.0,602.0,88.4,17.0,1.0,23.0,138.0,34.0,14.0,11.0,12.0,16.0,12.0,25.0,15.0,16.0,
3930167,2024-06-19,UEFA Euro 2024,Group Stage,Albania,Croatia,0.0,2,2,draw,0,1.3258600050000002,1.858599932,14.0,7.0,1.0,33.4,341.0,264.0,77.4,8.0,1.0,8.0,188.0,29.0,9.0,7.0,11.0,24.0,26.0,6.0,3.0,13.0,
3930168,2024-06-19,UEFA Euro 2024,Group Stage,Germany,Hungary,1.0,2,0,win,1,1.483692844,1.228033313,19.0,7.0,0.0,69.2,758.0,688.0,90.8,13.0,2.0,15.0,140.0,31.0,14.0,8.0,7.0,19.0,16.0,12.0,6.0,16.0,
3930168,2024-06-19,UEFA Euro 2024,Group Stage,Hungary,Germany,0.0,0,2,loss,0,1.228033313,1.483692844,11.0,2.0,1.0,30.8,337.0,265.0,78.6,3.0,0.0,8.0,143.0,20.0,14.0,9.0,6.0,21.0,29.0,16.0,6.0,19.0,
3930169,2024-06-19,UEFA Euro 2024,Group Stage,Scotland,Switzerland,1.0,1,1,draw,0,0.7718825680000001,0.990153617,12.0,3.0,0.0,47.8,418.0,319.0,76.3,9.0,1.0,12.0,161.0,28.0,11.0,2.0,4.0,16.0,17.0,2.0,1.0,13.0,
3930169,2024-06-19,UEFA Euro 2024,Group Stage,Switzerland,Scotland,0.0,1,1,draw,0,0.990153617,0.7718825680000001,11.0,5.0,0.0,52.2,456.0,365.0,80.0,8.0,0.0,10.0,154.0,25.0,10.0,4.0,7.0,23.0,32.0,11.0,7.0,12.0,
3930170,2024-06-20,UEFA Euro 2024,Group Stage,Slovenia,Serbia,1.0,1,1,draw,0,1.552166038,1.4613307799999995,12.0,4.0,2.0,39.6,389.0,300.0,77.1,7.0,1.0,13.0,158.0,23.0,22.0,13.0,7.0,20.0,32.0,15.0,6.0,14.0,
3930170,2024-06-20,UEFA Euro 2024,Group Stage,Serbia,Slovenia,0.0,1,1,draw,0,1.4613307799999995,1.552166038,15.0,4.0,0.0,60.4,594.0,506.0,85.2,10.0,1.0,20.0,97.0,25.0,14.0,8.0,5.0,21.0,13.0,12.0,5.0,9.0,
3930171,2024-06-20,UEFA Euro 2024,Group Stage,Denmark,England,1.0,1,1,draw,0,0.733329403,1.172705295,16.0,7.0,0.0,50.4,587.0,495.0,84.3,12.0,1.0,9.0,155.0,25.0,15.0,9.0,9.0,20.0,6.0,5.0,3.0,13.0,
3930171,2024-06-20,UEFA Euro 2024,Group Stage,England,Denmark,0.0,1,1,draw,0,1.172705295,0.733329403,12.0,4.0,1.0,49.6,577.0,489.0,84.7,9.0,0.0,6.0,106.0,27.0,10.0,6.0,5.0,22.0,8.0,14.0,8.0,8.0,
3930172,2024-06-20,UEFA Euro 2024,Group Stage,Spain,Italy,1.0,1,0,win,1,1.5338804222,0.143399362,20.0,8.0,0.0,56.7,624.0,564.0,90.4,18.0,0.0,13.0,153.0,30.0,15.0,10.0,10.0,16.0,9.0,21.0,13.0,19.0,
3930172,2024-06-20,UEFA Euro 2024,Group Stage,Italy,Spain,0.0,0,1,loss,0,0.143399362,1.5338804222,4.0,1.0,0.0,43.3,476.0,389.0,81.7,2.0,0.0,10.0,231.0,40.0,26.0,14.0,9.0,15.0,14.0,12.0,3.0,15.0,
3930173,2024-06-21,UEFA Euro 2024,Group Stage,Netherlands,France,1.0,0,0,draw,1,0.7381833019999999,1.2184023685000005,9.0,4.0,0.0,37.8,424.0,367.0,86.6,5.0,0.0,6.0,108.0,13.0,12.0,8.0,10.0,15.0,22.0,2.0,0.0,14.0,
3930173,2024-06-21,UEFA Euro 2024,Group Stage,France,Netherlands,0.0,0,0,draw,1,1.2184023685000005,0.7381833019999999,15.0,3.0,1.0,62.2,697.0,630.0,90.4,13.0,0.0,16.0,100.0,24.0,9.0,5.0,4.0,11.0,8.0,7.0,5.0,9.0,
3938640,2024-06-21,UEFA Euro 2024,Group Stage,Slovakia,Ukraine,1.0,1,2,loss,0,0.7461385425,1.7316552805,14.0,5.0,0.0,56.8,598.0,524.0,87.6,10.0,1.0,14.0,82.0,25.0,8.0,6.0,2.0,11.0,12.0,21.0,12.0,10.0,
3938640,2024-06-21,UEFA Euro 2024,Group Stage,Ukraine,Slovakia,0.0,2,1,win,0,1.7316552805,0.7461385425,13.0,5.0,3.0,43.2,455.0,384.0,84.4,8.0,2.0,11.0,119.0,15.0,17.0,12.0,10.0,16.0,17.0,10.0,7.0,15.0,
3938641,2024-06-21,UEFA Euro 2024,Group Stage,Poland,Austria,1.0,1,3,loss,0,1.4380920370000003,1.821698256,15.0,3.0,1.0,46.7,428.0,338.0,79.0,10.0,0.0,12.0,157.0,29.0,11.0,7.0,5.0,22.0,20.0,13.0,10.0,15.0,
3938641,2024-06-21,UEFA Euro 2024,Group Stage,Austria,Poland,0.0,3,1,win,0,1.821698256,1.4380920370000003,15.0,9.0,1.0,53.3,488.0,410.0,84.0,10.0,2.0,14.0,198.0,28.0,11.0,3.0,22.0,27.0,12.0,8.0,5.0,17.0,
3939969,2024-06-21,Copa America 2024,Group Stage,Argentina,Canada,1.0,2,0,win,1,3.538291301,0.977299485,19.0,8.0,5.0,64.9,652.0,588.0,90.2,13.0,2.0,7.0,137.0,33.0,14.0,10.0,10.0,26.0,8.0,19.0,6.0,19.0,
3939969,2024-06-21,Copa America 2024,Group Stage,Canada,Argentina,0.0,0,2,loss,0,0.977299485,3.538291301,10.0,2.0,0.0,35.1,353.0,290.0,82.2,6.0,0.0,6.0,219.0,35.0,23.0,13.0,9.0,22.0,17.0,15.0,8.0,10.0,
3930174,2024-06-22,UEFA Euro 2024,Group Stage,Turkey,Portugal,1.0,0,3,loss,0,0.7789868169999999,1.901227116,11.0,3.0,1.0,43.4,468.0,389.0,83.1,9.0,0.0,8.0,141.0,22.0,21.0,8.0,11.0,16.0,9.0,17.0,11.0,19.0,
3930174,2024-06-22,UEFA Euro 2024,Group Stage,Portugal,Turkey,0.0,3,0,win,1,1.901227116,0.7789868169999999,12.0,3.0,2.0,56.6,610.0,539.0,88.4,9.0,1.0,12.0,148.0,27.0,19.0,9.0,8.0,18.0,14.0,24.0,10.0,8.0,
3930175,2024-06-22,UEFA Euro 2024,Group Stage,Belgium,Romania,1.0,2,0,win,1,1.6458169259999995,1.246037035,20.0,9.0,0.0,55.5,483.0,399.0,82.6,14.0,1.0,11.0,114.0,25.0,18.0,10.0,6.0,24.0,17.0,21.0,11.0,12.0,
3930175,2024-06-22,UEFA Euro 2024,Group Stage,Romania,Belgium,0.0,0,2,loss,0,1.246037035,1.6458169259999995,14.0,4.0,2.0,44.5,387.0,311.0,80.4,8.0,0.0,12.0,175.0,25.0,23.0,11.0,7.0,18.0,23.0,2.0,0.0,14.0,
3938642,2024-06-22,UEFA Euro 2024,Group Stage,Georgia,Czech Republic,1.0,1,1,draw,0,1.179922648,2.8654523907000007,5.0,1.0,2.0,38.4,353.0,268.0,75.9,3.0,0.0,9.0,95.0,20.0,16.0,8.0,7.0,27.0,43.0,19.0,8.0,13.0,
3938642,2024-06-22,UEFA Euro 2024,Group Stage,Czech Republic,Georgia,0.0,1,1,draw,0,2.8654523907000007,1.179922648,27.0,11.0,2.0,61.6,567.0,464.0,81.8,17.0,0.0,30.0,130.0,27.0,25.0,17.0,4.0,18.0,13.0,14.0,4.0,17.0,
3939970,2024-06-22,Copa America 2024,Group Stage,Peru,Chile,1.0,0,0,draw,1,0.6772752089999999,1.024763887,7.0,4.0,0.0,36.6,322.0,216.0,67.1,4.0,0.0,11.0,187.0,42.0,25.0,15.0,9.0,23.0,12.0,12.0,4.0,23.0,
3939970,2024-06-22,Copa America 2024,Group Stage,Chile,Peru,0.0,0,0,draw,1,1.024763887,0.6772752089999999,11.0,1.0,1.0,63.4,557.0,454.0,81.5,9.0,0.0,6.0,122.0,41.0,16.0,10.0,6.0,15.0,14.0,13.0,5.0,20.0,
3939972,2024-06-22,Copa America 2024,Group Stage,Ecuador,Venezuela,1.0,1,2,loss,0,0.7355915667000001,1.5850185390000002,9.0,4.0,0.0,35.1,298.0,202.0,67.8,2.0,0.0,9.0,127.0,23.0,19.0,11.0,10.0,27.0,25.0,16.0,9.0,21.0,
3939972,2024-06-22,Copa America 2024,Group Stage,Venezuela,Ecuador,0.0,2,1,win,0,1.5850185390000002,0.7355915667000001,14.0,5.0,1.0,64.9,550.0,454.0,82.5,5.0,1.0,13.0,106.0,33.0,14.0,11.0,7.0,18.0,22.0,8.0,5.0,18.0,
3930176,2024-06-23,UEFA Euro 2024,Group Stage,Switzerland,Germany,1.0,1,1,draw,0,0.2800855989999999,1.5416782249999998,4.0,3.0,0.0,34.7,367.0,281.0,76.6,3.0,1.0,4.0,192.0,35.0,15.0,12.0,9.0,27.0,10.0,9.0,4.0,15.0,
3930176,2024-06-23,UEFA Euro 2024,Group Stage,Germany,Switzerland,0.0,1,1,draw,0,1.5416782249999998,0.2800855989999999,18.0,3.0,0.0,65.3,690.0,606.0,87.8,14.0,1.0,17.0,147.0,45.0,16.0,11.0,11.0,15.0,6.0,12.0,9.0,12.0,
3930177,2024-06-23,UEFA Euro 2024,Group Stage,Scotland,Hungary,1.0,0,1,loss,0,0.183535254,1.001013093,4.0,0.0,0.0,57.1,539.0,436.0,80.9,3.0,0.0,11.0,111.0,23.0,10.0,5.0,7.0,20.0,26.0,9.0,6.0,16.0,
3930177,2024-06-23,UEFA Euro 2024,Group Stage,Hungary,Scotland,0.0,1,0,win,1,1.001013093,0.183535254,14.0,5.0,0.0,42.9,405.0,289.0,71.4,10.0,1.0,11.0,220.0,18.0,21.0,9.0,4.0,23.0,30.0,8.0,3.0,14.0,
3939971,2024-06-23,Copa America 2024,Group Stage,Mexico,Jamaica,1.0,1,0,win,1,1.1360803270000002,0.5061592739999999,20.0,9.0,0.0,60.1,565.0,456.0,80.7,13.0,1.0,19.0,142.0,36.0,13.0,8.0,11.0,22.0,28.0,14.0,6.0,8.0,
3939971,2024-06-23,Copa America 2024,Group Stage,Jamaica,Mexico,0.0,0,1,loss,0,0.5061592739999999,1.1360803270000002,13.0,4.0,0.0,39.9,375.0,266.0,70.9,8.0,0.0,16.0,117.0,24.0,20.0,11.0,10.0,29.0,30.0,12.0,10.0,7.0,
3939974,2024-06-23,Copa America 2024,Group Stage,United States,Bolivia,1.0,2,0,win,1,2.404683808,0.1496907824,20.0,8.0,3.0,59.8,581.0,477.0,82.1,14.0,2.0,16.0,131.0,32.0,18.0,12.0,6.0,16.0,9.0,14.0,8.0,11.0,
3939974,2024-06-23,Copa America 2024,Group Stage,Bolivia,United States,0.0,0,2,loss,0,0.1496907824,2.404683808,6.0,3.0,0.0,40.2,391.0,302.0,77.2,4.0,0.0,7.0,182.0,36.0,12.0,5.0,10.0,29.0,24.0,10.0,5.0,20.0,
3930178,2024-06-24,UEFA Euro 2024,Group Stage,Croatia,Italy,1.0,1,1,draw,0,1.483235055,0.985394353,6.0,4.0,2.0,47.3,545.0,470.0,86.2,4.0,0.0,10.0,186.0,29.0,10.0,6.0,10.0,29.0,20.0,15.0,10.0,23.0,
3930178,2024-06-24,UEFA Euro 2024,Group Stage,Italy,Croatia,0.0,1,1,draw,0,0.985394353,1.483235055,13.0,3.0,0.0,52.7,608.0,518.0,85.2,11.0,0.0,17.0,139.0,27.0,10.0,6.0,4.0,13.0,14.0,6.0,4.0,10.0,
3930179,2024-06-24,UEFA Euro 2024,Group Stage,Albania,Spain,1.0,0,1,loss,0,0.5031542800000001,0.951712625,10.0,4.0,0.0,40.7,432.0,351.0,81.2,8.0,0.0,8.0,140.0,22.0,17.0,10.0,17.0,21.0,16.0,11.0,8.0,8.0,
3930179,2024-06-24,UEFA Euro 2024,Group Stage,Spain,Albania,0.0,1,0,win,1,0.951712625,0.5031542800000001,16.0,3.0,0.0,59.3,630.0,549.0,87.1,13.0,1.0,17.0,173.0,34.0,18.0,10.0,11.0,20.0,15.0,13.0,7.0,17.0,
3939973,2024-06-24,Copa America 2024,Group Stage,Uruguay,Panama,1.0,3,1,win,0,1.3614407430000002,0.540888124,20.0,7.0,0.0,54.3,448.0,360.0,80.4,14.0,2.0,20.0,135.0,15.0,17.0,7.0,10.0,15.0,17.0,9.0,4.0,17.0,
3939973,2024-06-24,Copa America 2024,Group Stage,Panama,Uruguay,0.0,1,3,loss,0,0.540888124,1.3614407430000002,10.0,3.0,0.0,45.7,377.0,286.0,75.9,5.0,1.0,12.0,129.0,22.0,15.0,7.0,7.0,19.0,23.0,18.0,10.0,13.0,
3939975,2024-06-24,Copa America 2024,Group Stage,Colombia,Paraguay,1.0,2,1,win,0,0.621920841,0.8275965940000001,11.0,3.0,0.0,65.8,561.0,461.0,82.2,7.0,2.0,9.0,115.0,30.0,22.0,14.0,8.0,23.0,21.0,17.0,6.0,10.0,
3939975,2024-06-24,Copa America 2024,Group Stage,Paraguay,Colombia,0.0,1,2,loss,0,0.8275965940000001,0.621920841,11.0,3.0,1.0,34.2,291.0,183.0,62.9,6.0,1.0,1.0,178.0,40.0,17.0,7.0,10.0,23.0,19.0,18.0,9.0,20.0,
3930180,2024-06-25,UEFA Euro 2024,Group Stage,Netherlands,Austria,1.0,2,3,loss,0,1.510208619,1.057898715,11.0,2.0,2.0,53.3,488.0,395.0,80.9,8.0,2.0,14.0,141.0,29.0,18.0,9.0,9.0,19.0,5.0,17.0,6.0,14.0,
3930180,2024-06-25,UEFA Euro 2024,Group Stage,Austria,Netherlands,0.0,3,2,win,0,1.057898715,1.510208619,9.0,5.0,1.0,46.7,428.0,337.0,78.7,5.0,2.0,6.0,165.0,20.0,22.0,11.0,9.0,20.0,15.0,10.0,5.0,16.0,
3930181,2024-06-25,UEFA Euro 2024,Group Stage,England,Slovenia,1.0,0,0,draw,1,0.756222001,0.164917273,12.0,3.0,1.0,72.8,790.0,710.0,89.9,10.0,0.0,14.0,89.0,23.0,5.0,2.0,4.0,15.0,7.0,10.0,5.0,12.0,
3930181,2024-06-25,UEFA Euro 2024,Group Stage,Slovenia,England,0.0,0,0,draw,1,0.164917273,0.756222001,4.0,1.0,0.0,27.2,295.0,219.0,74.2,3.0,0.0,6.0,189.0,19.0,16.0,7.0,6.0,20.0,17.0,5.0,3.0,10.0,
3930182,2024-06-25,UEFA Euro 2024,Group Stage,Denmark,Serbia,1.0,0,0,draw,1,0.5515324240000001,0.324442442,10.0,3.0,0.0,52.9,599.0,500.0,83.5,8.0,0.0,13.0,134.0,17.0,12.0,4.0,9.0,10.0,22.0,11.0,7.0,14.0,
3930182,2024-06-25,UEFA Euro 2024,Group Stage,Serbia,Denmark,0.0,0,0,draw,1,0.324442442,0.5515324240000001,5.0,1.0,0.0,47.1,534.0,430.0,80.5,4.0,0.0,7.0,142.0,34.0,16.0,11.0,7.0,13.0,25.0,6.0,3.0,7.0,
3938643,2024-06-25,UEFA Euro 2024,Group Stage,France,Poland,1.0,1,1,draw,0,1.8914679426,1.17909407,19.0,8.0,1.0,57.3,592.0,511.0,86.3,15.0,0.0,19.0,153.0,28.0,17.0,12.0,6.0,22.0,12.0,20.0,15.0,15.0,
3938643,2024-06-25,UEFA Euro 2024,Group Stage,Poland,France,0.0,1,1,draw,0,1.17909407,1.8914679426,10.0,3.0,1.0,42.7,441.0,372.0,84.4,5.0,0.0,6.0,178.0,35.0,16.0,11.0,11.0,25.0,25.0,13.0,7.0,20.0,
3939976,2024-06-25,Copa America 2024,Group Stage,Brazil,Costa Rica,1.0,0,0,draw,1,1.621192136,0.036730567,20.0,3.0,0.0,74.1,748.0,660.0,88.2,14.0,0.0,24.0,123.0,40.0,26.0,20.0,9.0,15.0,10.0,21.0,13.0,13.0,
3939976,2024-06-25,Copa America 2024,Group Stage,Costa Rica,Brazil,0.0,0,0,draw,1,0.036730567,1.621192136,2.0,0.0,0.0,25.9,262.0,191.0,72.9,0.0,0.0,2.0,192.0,33.0,18.0,6.0,8.0,29.0,35.0,18.0,9.0,15.0,
3939978,2024-06-25,Copa America 2024,Group Stage,Peru,Canada,1.0,0,1,loss,0,0.5764393578,0.909048214,9.0,4.0,0.0,50.1,406.0,287.0,70.7,6.0,0.0,10.0,159.0,33.0,27.0,16.0,12.0,19.0,14.0,8.0,3.0,19.0,
3939978,2024-06-25,Copa America 2024,Group Stage,Canada,Peru,0.0,1,0,win,1,0.909048214,0.5764393578,5.0,2.0,1.0,49.9,405.0,310.0,76.5,3.0,1.0,15.0,160.0,39.0,16.0,7.0,2.0,22.0,25.0,17.0,6.0,14.0,
3930183,2024-06-26,UEFA Euro 2024,Group Stage,Slovakia,Romania,1.0,1,1,draw,0,0.8447428410000001,1.121938083,13.0,4.0,0.0,57.7,496.0,384.0,77.4,7.0,1.0,13.0,72.0,19.0,11.0,6.0,12.0,8.0,17.0,5.0,1.0,11.0,
3930183,2024-06-26,UEFA Euro 2024,Group Stage,Romania,Slovakia,0.0,1,1,draw,0,1.121938083,0.8447428410000001,9.0,5.0,1.0,42.3,364.0,257.0,70.6,5.0,0.0,4.0,103.0,26.0,8.0,7.0,9.0,15.0,18.0,13.0,9.0,12.0,
3930184,2024-06-26,UEFA Euro 2024,Group Stage,Czech Republic,Turkey,1.0,1,2,loss,0,1.4103225654,1.2175436875,12.0,6.0,1.0,32.9,266.0,186.0,69.9,7.0,0.0,14.0,143.0,27.0,12.0,9.0,6.0,16.0,18.0,17.0,8.0,18.0,
3930184,2024-06-26,UEFA Euro 2024,Group Stage,Turkey,Czech Republic,0.0,2,1,win,0,1.2175436875,1.4103225654,18.0,5.0,0.0,67.1,543.0,467.0,86.0,12.0,2.0,10.0,88.0,29.0,18.0,9.0,6.0,12.0,24.0,17.0,12.0,10.0,
3938644,2024-06-26,UEFA Euro 2024,Group Stage,Georgia,Portugal,1.0,2,0,win,1,1.3454930710000002,2.356130787,7.0,3.0,1.0,28.9,299.0,224.0,74.9,4.0,1.0,4.0,128.0,29.0,26.0,17.0,6.0,24.0,19.0,16.0,8.0,8.0,
3938644,2024-06-26,UEFA Euro 2024,Group Stage,Portugal,Georgia,0.0,0,2,loss,0,2.356130787,1.3454930710000002,22.0,5.0,1.0,71.1,737.0,661.0,89.7,15.0,0.0,24.0,121.0,28.0,18.0,13.0,3.0,18.0,11.0,22.0,11.0,11.0,
3938645,2024-06-26,UEFA Euro 2024,Group Stage,Ukraine,Belgium,1.0,0,0,draw,1,0.7091700302999999,0.633984568,14.0,5.0,0.0,40.1,401.0,338.0,84.3,12.0,0.0,6.0,211.0,27.0,19.0,6.0,13.0,17.0,21.0,6.0,4.0,12.0,
3938645,2024-06-26,UEFA Euro 2024,Group Stage,Belgium,Ukraine,0.0,0,0,draw,1,0.633984568,0.7091700302999999,12.0,4.0,0.0,59.9,600.0,516.0,86.0,9.0,0.0,8.0,63.0,16.0,6.0,4.0,2.0,18.0,9.0,18.0,11.0,10.0,
3939977,2024-06-26,Copa America 2024,Group Stage,Chile,Argentina,1.0,0,1,loss,0,0.1309882215,2.784060325,3.0,3.0,0.0,39.8,393.0,306.0,77.9,1.0,0.0,3.0,228.0,38.0,16.0,11.0,8.0,23.0,17.0,17.0,12.0,13.0,
3939977,2024-06-26,Copa America 2024,Group Stage,Argentina,Chile,0.0,1,0,win,1,2.784060325,0.1309882215,22.0,8.0,3.0,60.2,595.0,521.0,87.6,19.0,0.0,8.0,144.0,25.0,22.0,16.0,12.0,20.0,12.0,17.0,10.0,9.0,
3939980,2024-06-26,Copa America 2024,Group Stage,Ecuador,Jamaica,1.0,3,1,win,0,2.3658249158,0.934746927,23.0,3.0,2.0,45.5,315.0,240.0,76.2,13.0,1.0,9.0,118.0,26.0,20.0,9.0,7.0,18.0,26.0,12.0,7.0,9.0,
3939980,2024-06-26,Copa America 2024,Group Stage,Jamaica,Ecuador,0.0,1,3,loss,0,0.934746927,2.3658249158,7.0,4.0,1.0,54.5,377.0,282.0,74.8,5.0,0.0,10.0,108.0,22.0,16.0,11.0,7.0,26.0,22.0,12.0,5.0,19.0,
3939979,2024-06-27,Copa America 2024,Group Stage,Venezuela,Mexico,1.0,1,0,win,1,1.138640792,2.3843226160000004,10.0,2.0,1.0,40.4,359.0,260.0,72.4,8.0,0.0,2.0,141.0,25.0,20.0,16.0,11.0,29.0,37.0,16.0,7.0,12.0,
3939979,2024-06-27,Copa America 2024,Group Stage,Mexico,Venezuela,0.0,0,1,loss,0,2.3843226160000004,1.138640792,18.0,5.0,2.0,59.6,530.0,423.0,79.8,10.0,0.0,15.0,129.0,35.0,18.0,12.0,7.0,20.0,17.0,15.0,7.0,16.0,
3939981,2024-06-27,Copa America 2024,Group Stage,Panama,United States,1.0,2,1,win,0,0.730782593,0.914278539,13.0,4.0,0.0,72.8,596.0,499.0,83.7,7.0,1.0,19.0,75.0,17.0,8.0,5.0,2.0,11.0,16.0,12.0,6.0,19.0,
